Pittnera	N
.	Z

Jako	J
první	C
zareagovalo	V
HZDS	N
,	Z
které	P
Pittnerovo	A
jmenování	N
oznaèilo	V
za	R
skandální	A
a	J
zneva¾ující	A
památku	N
padlých	A
v	R
SNP	N
.	Z

Ve	R
svìtì	N
letos	D
ménì	D
p¹enice	N

Londýn	N
-	Z

Svìtová	A
rada	N
pro	R
p¹enici	N
odhaduje	V
leto¹ní	A
svìtový	A
obchod	N
p¹enicí	N
na	R
95.8	C
milionu	N
tun	N
proti	R
pøedchozímu	A
odhadu	N
94.7	C
milionu	N
tun	N
.	Z

V	R
sezonì	N
1993	C
/	Z
94	C
dosáhl	V
svìtový	A
obchod	N
p¹enicí	N
93.3	C
milionu	N
tun	N
,	Z
uvádí	V
agentura	N
Reuter	N
.	Z

Pùvodní	A
údaje	N
byly	V
revidovány	V
zejména	D
s	R
ohledem	N
na	R
vy¹¹í	A
dovoz	N
bývalého	A
Sovìtského	A
svazu	N
,	Z
který	P
by	V
mìl	V
dovézt	V
celkem	D
9.3	C
milionu	N
tun	N
p¹enice	N
proti	R
pùvodnímu	A
odhadu	N
8.5	C
milionu	N
tun	N
.	Z

Celá	A
øada	N
republik	N
SNS	N
bude	V
muset	V
letos	D
dovézt	V
dal¹í	A
mno¾ství	N
p¹enice	N
ze	R
tøetích	C
zemí	N
,	Z
zejména	D
pro	R
nedostateènou	A
domácí	A
úrodu	N
a	J
ni¾¹í	A
produkci	N
Kazachstánu	N
.	Z

V	R
Bosnì	N
a	J
Hercegovinì	N
stále	D
pokraèují	V
prudké	A
boje	N
ZRANÌNI	V
DVA	C
FRANCOUZ©TÍ	A
VOJÁCI	N

Sarajevo	N
-	Z

V	R
hlavním	A
mìstì	N
Bosny	N
a	J
Hercegoviny	N
byli	V
ve	R
støedu	N
zranìni	V
dva	C
dal¹í	A
francouz¹tí	A
pøíslu¹níci	N
ochranných	A
sil	N
OSN	N
(	Z
UNPROFOR	N
)	Z
.	Z

Na	R
více	D
místech	N
Bosny	N
a	J
Hercegoviny	N
vèera	D
pokraèovaly	V
boje	N
.	Z

Nejprud¹í	A
srá¾ky	N
se	P
podle	R
dostupných	A
zpráv	N
nyní	D
odehrávají	V
v	R
centrální	A
èásti	N
republiky	N
kolem	R
Maglaje	N
a	J
v	R
oblasti	N
Bihaèe	N
v	R
západní	A
Bosnì	N
.	Z

Srbské	A
zdroje	N
nehlásí	V
ze	R
Sarajeva	N
rozsáhlej¹í	A
ozbrojené	A
støety	N
.	Z

Bosenský	A
a	J
chorvatský	A
rozhlas	N
v¹ak	J
mezitím	D
informovaly	V
o	R
pokraèujícím	A
ostøelování	N
metropole	N
srbskými	A
dìly	N
.	Z

Referendum	N
jako	J
léèka	N

Petr	N
Dudek	N

Bosen¹tí	A
Srbové	N
uèinili	V
,	Z
co	P
pøedem	D
slibovali	V
.	Z

V	R
referendu	N
odmítli	V
navrhovanou	A
mapu	N
rozdìlující	A
území	N
Bosny	N
a	J
Hercegoviny	N
.	Z

Pøed	R
kontaktní	A
skupinou	N
,	Z
spojující	A
ètveøici	N
západních	A
velmocí	N
a	J
Rusko	N
,	Z
tím	P
pádem	N
stojí	V
dvì	C
mo¾nosti	N
.	Z

Jednak	J
mù¾e	V
mezinárodní	A
spoleèenství	N
vyjít	V
vstøíc	R
po¾adavkùm	N
Radovana	N
Karad¾ièe	N
a	J
jeho	P
nacionalistické	A
kliky	N
a	J
zaèít	V
navrhovanou	A
mapu	N
pøekreslovat	V
tak	D
,	Z
aby	J
více	D
vyhovovala	V
pomìrùm	N
nastoleným	A
vojenskou	A
silou	N
.	Z

Jinými	A
slovy	N
,	Z
odmìnit	V
bosenské	A
Srby	N
,	Z
kteøí	P
nyní	D
ovládají	V
sedmdesát	C
procent	N
území	N
,	Z
za	R
jejich	P
agresi	N
.	Z

Rusko	N
zve	V
zahranièní	A
investory	N

Premiérùv	A
návrh	N
láme	V
legislativu	N
i	J
tradièní	A
my¹lení	N
Rusù	N

Urèitá	A
stabilizace	N
hospodáøského	A
¾ivota	N
v	R
Rusku	N
v	R
poslední	A
dobì	N
,	Z
v	R
porovnání	N
s	R
velice	D
neutì¹enou	A
situací	N
pøed	R
nìkolika	C
málo	C
lety	N
,	Z
zvìt¹uje	V
pøita¾livost	N
této	P
postkomunistické	A
velmoci	N
pro	R
zahranièní	A
investory	N
.	Z

Mezinárodní	A
mìnový	A
fond	N
kladnì	D
hodnotí	V
pokles	N
inflace	N
,	Z
zreálnìní	N
úrokových	A
sazeb	N
,	Z
postupující	A
privatizaci	N
a	J
restriktivní	A
politiku	N
Èernomyrdinovy	A
vlády	N
,	Z
a	J
proto	J
letos	D
v	R
dubnu	N
uvolnil	V
Rusku	N
druhou	A
polovinu	N
slíbené	A
pùjèky	N
ve	R
vý¹i	N
tøí	C
miliard	N
dolarù	N
.	Z

Tím	P
se	P
otevøel	V
kanál	N
i	J
pro	R
dal¹í	A
zahranièní	A
pomoci	N
ruské	A
ekonomice	N
.	Z

Nová	A
zdravotní	A
poji¹»ovna	N
upøednostòuje	V
prevenci	N

Praha	N
(	Z
pech	N
)	Z
-	Z

Prevence	N
,	Z
léèba	N
urgentních	A
stavù	N
a	J
rekondièní	A
i	J
rehabilitaèní	A
péèe	N
jsou	V
základem	N
medicínského	A
programu	N
Èeské	A
národní	A
zdravotní	A
poji¹»ovny	N
(	Z
ÈNZP	N
)	Z
,	Z
která	P
v	R
záøí	N
oficiálnì	D
zahájila	V
svou	P
èinnost	N
.	Z

Její	P
øeditel	N
Jiøí	N
Bek	N
øekl	V
,	Z
¾e	J
poji¹»ovna	N
nabízí	V
svým	P
klientùm	N
princip	N
individuálního	A
úètu	N
.	Z

V¾dy	D
v	R
lednu	N
jim	P
za¹le	V
celkové	A
vyúètování	N
.	Z

Podle	R
Pavla	N
Zacha	N
z	R
ÈNZP	N
mají	V
prevenci	N
ve	R
svém	P
programu	N
v¹echny	P
poji¹»ovny	N
,	Z
ale	J
málokdo	P
v	R
posledních	A
letech	N
absolvoval	V
skuteènì	D
dùkladné	A
preventivní	A
vy¹etøení	N
.	Z

Pøitom	D
napøíklad	D
vìt¹inu	N
zhoubných	A
nádorù	N
lze	V
pøi	R
vèasném	A
podchycení	N
léèit	V
.	Z

Talichovci	N
v	R
Míèovnì	N

Recenze	N

HUDBA	N
:	Z
Jméno	N
Talich	N
má	V
v	R
èeské	A
hudební	A
kultuøe	N
výsadní	A
postavení	N
.	Z

Václav	N
Talich	N
má	V
v	R
na¹í	P
historii	N
podobnou	A
pozici	N
jako	J
Arturo	N
Toscanini	N
v	R
Itálii	N
,	Z
jeho	P
synovec	N
,	Z
violista	N
Jan	N
Talich	N
,	Z
zalo¾il	V
slavné	A
Talichovo	A
kvarteto	N
a	J
prasynovec	N
,	Z
houslista	N
Jan	N
Talich	N
,	Z
je	V
zakladatelem	N
ambiciózního	A
mladého	A
souboru	N
-	Z
Talichova	A
komorního	A
orchestru	N
.	Z

Dramaturgie	N
festivalu	N
Pocta	N
katedrále	N
pozvala	V
do	R
nádherného	A
prostøedí	N
renesanèní	A
Míèovny	N
na	R
Pra¾ském	A
hradì	N
Talichovce	N
s	R
repertoárem	N
krásným	A
a	J
efektním	A
.	Z

Úvod	N
patøil	V
Orchestrálnímu	A
kvartetu	N
G	N
dur	N
prominentního	A
skladatele	N
mannheimské	A
¹koly	N
Karla	N
Stamice	N
.	Z

Slunce	N
vyjde	V
na	R
Západì	N
?	Z

Profit	N
pøemý¹lí	V
o	R
dùsledcích	N
zmìn	N
v	R
evropské	A
ekonomice	N

Zdá	V
se	P
,	Z
¾e	J
hlasy	N
,	Z
nepøeceòující	A
vliv	N
stavu	N
západoevropských	A
ekonomik	N
na	R
ekonomiku	N
èeskou	A
,	Z
mají	V
racionální	A
jádro	N
-	Z
èleny	N
Evropské	A
unie	N
nejsme	V
a	J
patrnì	D
ani	J
dlouho	D
je¹tì	D
nebudeme	V
.	Z

A	J
míra	N
exportního	A
výkonu	N
,	Z
vztahující	A
objem	N
vývozu	N
na	R
jednoho	C
obyvatele	N
,	Z
je	V
¾alostná	A
:	Z

Èeská	A
ekonomika	N
vloni	D
vyvezla	V
zbo¾í	N
za	R
zhruba	D
tisíc	N
dolarù	N
,	Z
kdy¾	J
srovnatelné	A
Portugalsko	N
dvakrát	C
,	Z
Itálie	N
tøikrát	C
,	Z
Finsko	N
pìtkrát	C
,	Z
Rakousko	N
¹estkrát	C
a	J
zemì	N
Beneluxu	N
dokonce	D
asi	T
dvanáctkrát	C
více	D
.	Z

Jaroslav	N
©ulc	N

Raku¹ané	N
nezklamali	V

Recenze	N

HUDBA	N
:	Z
Nìkolik	C
ministrù	N
,	Z
øada	N
velvyslancù	N
a	J
kulturních	A
radù	N
,	Z
vzorek	N
prelátù	N
a	J
¹lechty	N
a	J
v	R
neposlední	A
øadì	N
i	J
paní	N
Havlová	N
byli	V
ozdobou	N
slavnostního	A
zakonèení	N
festivalu	N
Pocta	N
katedrále	N
.	Z

Úspì¹nou	A
teèku	N
skvìle	D
pøipraveného	A
festivalu	N
udìlal	V
svým	P
vystoupením	N
Niederösterreichisches	A
Tonkünstlerorchester	N
,	Z
jen¾	P
pùsobí	V
ve	R
Vídni	N
a	J
v	R
Dolním	A
Rakousku	N
,	Z
a	J
dirigent	N
Alfred	N
Eschwé	N
.	Z

Úvodní	A
èíslo	N
koncertu	N
,	Z
pøedehru	N
k	R
opeøe	N
Don	N
Giovanni	N
W	N
.	Z
A	N
.	Z
Mozarta	N
,	Z
zahráli	V
Raku¹ané	N
velmi	D
dobøe	D
,	Z
hra	N
mìla	V
patøièný	A
¹vih	N
,	Z
barevnost	N
a	J
plasticitu	N
.	Z

Kolínská	A
mlékárna	N
nadále	D
ztrátová	A

Místo	R
su¹árny	N
mléka	N
plánuje	V
podnik	N
zavedení	N
efektivnìj¹í	A
výroby	N
sýrù	N

Kolín	N
-	Z

A¾	D
130	C
tisíc	C
litrù	N
mléka	N
vykoupí	V
dennì	D
od	R
zemìdìlcù	N
akciová	A
spoleènost	N
Kolínská	A
mlékárna	N
.	Z

Podle	R
vèerej¹í	A
informace	N
výrobního	A
námìstka	N
Josefa	N
Knotka	N
jsou	V
urèeny	V
pro	R
domácí	A
trh	N
výrobky	N
z	R
50	C
tisíc	C
litrù	N
mléka	N
.	Z

Ze	R
zbytku	N
suroviny	N
mlékárna	N
vyrábí	V
su¹ené	A
mléko	N
,	Z
které	P
vyvá¾í	V
do	R
Asie	N
a	J
Ji¾ní	A
Ameriky	N
.	Z

V	R
loòském	A
roce	N
dosáhla	V
firma	N
celkového	A
obratu	N
630	C
milionù	N
korun	N
,	Z
hospodaøila	V
v¹ak	J
se	R
ztrátou	N
.	Z

Zpùsobil	V
ji	P
pokles	N
cen	N
su¹eného	A
mléka	N
na	R
svìtových	A
trzích	N
.	Z

TOP	N
vytøídil	V
nejvýkonnìj¹í	A
èeské	A
firmy	N

Praha	N
-	Z

®ebøíèek	N
nejvýkonnìj¹ích	A
èeských	A
firem	N
,	Z
který	P
by	V
mìl	V
být	V
jedním	C
ze	R
základních	A
zdrojù	N
informací	N
pøi	R
rozhodování	N
o	R
investování	N
èi	J
smìrech	N
depozitní	A
politiky	N
významných	A
penì¾ních	A
ústavù	N
,	Z
pøipravuje	V
Sdru¾ení	N
Czech	A
Top	A
100	C
.	Z

Vyplývá	V
to	P
z	R
rozhovoru	N
iniciátora	N
projektu	N
,	Z
generálního	A
øeditele	N
pra¾ské	A
poboèky	N
ING	A
Bank	N
Jana	N
Stru¾e	N
,	Z
pro	R
8	C
.	Z
èíslo	N
Èeskomoravského	A
Profitu	N
.	Z

Pøi	R
sbìru	N
a	J
zpracování	N
dat	N
sdru¾ení	N
vychází	V
z	R
auditovaných	A
,	Z
oficiálnì	D
publikovaných	A
èísel	N
v	R
databázích	N
Støediska	N
cenných	A
papírù	N
,	Z
pra¾ské	A
burzy	N
,	Z
Podniku	N
výpoèetní	A
techniky	N
,	Z
z	R
Obchodního	A
vìstníku	N
i	J
rozhovorù	N
pøímo	D
v	R
podnicích	N
.	Z

Tì¾ké	A
zlehèování	N

Bezkonkurenènì	D
nejlevnìj¹í	A
ceny	N
najdete	V
u	R
nás	P
,	Z
Kdy¾	J
kvalita	N
-	Z
tak	D
jedinì	D
od	R
nás	P
,	Z
Máme	V
nejvìt¹í	A
tradici	N
,	Z
Dobøe	D
a	J
lacinìji	D
nakoupíte	V
u	R
nás	P
.	Z

Takové	P
a	J
podobné	A
slogany	N
,	Z
upoutávky	N
,	Z
texty	N
inzerátù	N
mù¾ete	V
èíst	V
zatím	D
dennì	D
.	Z

Proto¾e	J
máme	V
vypìstovaný	A
urèitý	A
obranný	A
reflex	N
proti	R
superlativùm	N
a	J
sebechvále	N
,	Z
tak	D
jsme	V
proti	R
takovému	P
obsahu	N
èásteènì	D
imunní	A
.	Z

To	P
ov¹em	J
nemohou	V
být	V
dal¹í	A
podnikatelé	N
v	R
oboru	N
,	Z
nebo»	J
v	R
takových	P
pøípadech	N
dochází	V
k	R
poru¹ování	N
obchodního	A
zákoníku	N
.	Z

Pøímìøí	N
vstoupilo	V
v	R
platnost	N

Irská	A
republikánská	A
armáda	N
vyhlá¹ený	A
klid	N
zbraní	N
zatím	D
dodr¾uje	V

Belfast	N
/	Z
Londýn	N
-	Z

Pøímìøí	N
,	Z
které	P
vyhlásila	V
Irská	A
republikánská	A
armáda	N
(	Z
IRA	N
)	Z
,	Z
vstoupilo	V
v	R
Severním	A
Irsku	N
v	R
platnost	N
vèera	D
v	R
0.00	C
místního	A
èasu	N
.	Z

Stalo	V
se	P
tak	D
13	C
hodin	N
poté	D
,	Z
co	J
IRA	N
tento	P
svùj	P
krok	N
oznámila	V
.	Z

Podle	R
informací	N
policie	N
se	P
v	R
Belfastu	N
noc	N
na	R
vèerej¹ek	N
obe¹la	V
bez	R
vìt¹ích	A
incidentù	N
,	Z
kromì	R
výstøelù	N
,	Z
které	P
bylo	V
sly¹et	V
ve	R
východní	A
èásti	N
mìsta	N
.	Z

V	R
ulicích	N
stále	D
hlídkují	V
brit¹tí	A
vojáci	N
v	R
obrnìných	A
vozidlech	N
.	Z

Rasisté	N
útoèí	V
ve	R
skupinách	N

Praha	N
,	Z
Plzeò	N
(	Z
toh	N
,	Z
vet	N
)	Z
-	Z

Pod	R
vlivem	N
rasové	A
nesná¹enlivosti	N
páchají	V
v	R
ÈR	N
trestnou	A
èinnost	N
hlavnì	D
organizované	A
skupiny	N
.	Z

Nejèastìji	D
takto	D
útoèí	V
deseti	C
a¾	J
tøicetièlenné	A
party	N
pachatelù	N
.	Z

LN	N
to	P
øekla	V
poradkynì	N
námìstka	N
ministra	N
vnitra	N
pro	R
oblast	N
bezpeènosti	N
Jitka	N
Gjurièová	N
,	Z
autorka	N
zprávy	N
"	Z
Interetnické	A
konflikty	N
"	Z
.	Z

Právì	D
tento	P
ètvrtek	N
napadla	V
ètyøèlenná	A
skupina	N
mladíkù	N
s	R
obu¹ky	N
a	J
seènou	A
zbraní	N
podobnou	A
maèetì	N
na	R
Centrálním	A
autobusovém	A
nádra¾í	N
v	R
Plzni	N
dva	C
Romy	N
.	Z

Pøi	R
útoku	N
utr¾il	V
dvaadvacetiletý	A
Rom	N
seènou	A
ránu	N
do	R
krku	N
.	Z

Pøihlí¾ející	A
pøivolali	V
lékaøe	N
a	J
ihned	D
poté	D
policii	N
.	Z

Odchod	N
ze	R
SRN	N
-	Z
konec	N
i	J
poèátek	N

Helmut	N
Kohl	N
:	Z
Budoucnost	N
Evropy	N
jen	T
v	R
souèinnosti	N
s	R
Ruskem	N

Berlín	N
-	Z

Vèerej¹í	A
den	N
je	V
posledním	A
dnem	N
minulosti	N
a	J
na¹ím	P
úsilím	N
se	P
mù¾e	V
stát	V
prvním	C
dnem	N
spoleèné	A
budoucnosti	N
.	Z

Souèasnì	D
je	V
to	P
den	N
definitivního	A
usmíøení	N
,	Z
øekl	V
vèera	D
v	R
Berlínì	N
pøi	R
slavnostním	A
ukonèení	N
odchodu	N
ruských	A
vojsk	N
z	R
Nìmecka	N
ruský	A
prezident	N
Boris	N
Jelcin	N
.	Z

Vyzdvihl	V
podíl	N
sovìtských	A
vojsk	N
na	R
porá¾ce	N
tøetí	C
øí¹e	N
a	J
pak	D
dodal	V
:	Z
U¾	D
nikdy	D
nesmíme	V
pøipustit	V
nové	A
rozdìlení	N
Evropy	N
.	Z

Ru¹tí	A
vojáci	N
se	P
vracejí	V
domù	D
pøesvìdèeni	V
,	Z
¾e	J
Rusku	N
u¾	D
nikdy	D
nebude	V
z	R
nìmecké	A
pùdy	N
hrozit	V
nebezpeèí	N
.	Z

Policie	N
zadr¾ela	V
Kolumbijce	N
,	Z
který	P
pa¹oval	V
dva	C
kilogramy	N
kokainu	N

Praha	N
-	Z

Dva	C
kilogramy	N
kokainu	N
zadr¾eli	V
celníci	N
v	R
pátek	N
na	R
ruzyòském	A
leti¹ti	N
v	R
Praze	N
.	Z

Informoval	V
o	R
tom	P
vedoucí	N
protidrogového	A
oddìlení	N
Generálního	A
øeditelství	N
cel	N
Bohumír	N
Marek	N
.	Z

Droga	N
,	Z
která	P
má	V
na	R
èerném	A
trhu	N
hodnotu	N
asi	T
4.5	C
miliónu	N
korun	N
,	Z
byla	V
nalezena	V
v	R
zavazadle	N
kolumbijského	A
obèana	N
.	Z

Ten	P
na	R
pra¾ské	A
leti¹tì	N
pøicestoval	V
letadlem	N
pravidelné	A
linky	N
Bogota	N
-	Z
Frankfurt	N
-	Z
Praha	N
.	Z

Drogu	N
mìl	V
podle	R
Marka	N
ukrytou	A
ve	R
dvojitých	A
stìnách	N
skoøepinového	A
kufru	N
.	Z

Na	R
odhalení	N
s	R
celníky	N
spolupracovali	V
pracovníci	N
protidrogové	A
brigády	N
Policie	N
ÈR	N
.	Z

Co	P
dál	D
s	R
Èeským	A
pohárem	N
?	Z

Èeský	A
pohár	N
ve	R
volejbalu	N
letos	D
probíhal	V
jako	J
okrajová	A
zále¾itost	N
,	Z
které	P
se	P
nezúèastnila	V
ani	J
celá	A
na¹e	P
¹pièka	N
.	Z

V	R
nìkolika	C
pøípadech	N
se	P
kvùli	R
nedostatku	N
termínù	N
do	R
poháru	N
zapoèítaly	V
výsledky	N
ligových	A
zápasù	N
a	J
teprve	D
sobotní	A
finále	N
v	R
Ústí	N
nad	R
Labem	N
(	Z
o	R
jeho	P
prùbìhu	N
pí¹eme	V
na	R
jiném	A
místì	N
)	Z
mìlo	V
dùstojnou	A
úroveò	N
.	Z

Co	P
dál	D
s	R
Èeským	A
pohárem	N
?	Z

o	R
to	P
jsme	V
se	P
zajímali	V
v	R
sobotu	N
v	R
Ústí	N
.	Z

Za	R
záchranou	N
bez	R
prémií	N

Drnovice	N
mají	V
stadión	N
srovnatelný	A
jen	T
s	R
Letnou	N

Drnovice	N
-	Z

Jedinì	D
záchrana	N
-	Z
takové	P
heslo	N
platí	V
pro	R
celou	A
jarní	A
èást	N
ligy	N
v	R
Drnovicích	N
.	Z

®ádné	P
zvlá¹tní	A
prémie	N
pøitom	D
klub	N
nevypsal	V
.	Z

"	Z
Kdy¾	J
udìlám	V
chybu	N
,	Z
napravím	V
ji	P
a	J
jedu	V
dál	D
,	Z
nemyslíte	V
?	Z
"	Z
konstatoval	V
øeènicky	D
pøedseda	N
správní	A
rady	N
FC	N
Petra	N
Drnovice	N
a	J
generální	A
øeditel	N
Chemapolu	N
Václav	N
Junek	N
.	Z

Velké	A
pøedsezónní	A
ambice	N
oddílu	N
vyústily	V
zatím	D
jen	T
v	R
pøedposlední	A
místo	N
po	R
podzimní	A
èásti	N
ligy	N
.	Z

®ádné	P
velké	A
zemìtøesení	N
to	P
ov¹em	J
v	R
klubu	N
nepøineslo	V
.	Z

Major	N
je	V
proti	R
pevnému	A
jádru	N

Leiden	N
-	Z

Proti	R
ideji	N
dvourychlostní	A
Evropské	A
unie	N
se	P
vèera	D
vyslovil	V
britský	A
premiér	N
John	N
Major	N
.	Z

Reagoval	V
tak	D
na	R
výroky	N
nìmeckých	A
a	J
francouzských	A
politikù	N
o	R
potøebì	N
vzniku	N
pevného	A
jádra	N
EU	N
na	R
ose	N
Paøí¾	N
-	Z
Bonn	N
.	Z

Podle	R
Majora	N
je	V
v	R
poøádku	N
,	Z
kdy¾	J
se	P
nìkteré	P
státy	N
nebo	J
skupiny	N
státù	N
dohodnou	V
v	R
urèitých	A
oblastech	N
na	R
rychlej¹í	A
integraci	N
ne¾	J
jiné	A
.	Z

V¹echny	P
v¹ak	J
musejí	V
mít	V
právo	N
si	P
vybrat	V
.	Z

Rozhodnout	V
se	P
o	R
neúèasti	N
je	V
jedna	C
vìc	N
.	Z

Nìco	P
jiného	A
v¹ak	J
je	V
být	V
mo¾nosti	N
se	P
úèastnit	V
zbaven	V
.	Z

Ames	N
na¹eho	P
agenta	N
KGB	N
asi	T
nevydal	V

Praha	N
-	Z

Ministr	N
vnitra	N
Jan	N
Ruml	N
nechce	V
vzhledem	R
k	R
probíhajícímu	A
¹etøení	N
komentovat	V
tvrzení	N
,	Z
¾e	J
bývalý	A
funkcionáø	N
CIA	N
A	N
.	Z
Ames	N
,	Z
který	P
se	P
pøiznal	V
k	R
dlouholeté	A
spolupráci	N
s	R
KGB	N
,	Z
vydal	V
Sovìtùm	N
jednoho	C
èeskoslovenského	A
agenta	N
CIA	N
.	Z

Ames	N
se	P
nyní	D
nachází	V
ve	R
vìzení	N
.	Z

Vydání	N
na¹eho	P
agenta	N
prý	T
naznaèuje	V
dopis	N
KGB	N
pro	R
Amese	N
,	Z
který	P
zabavila	V
americká	A
FBI	N
.	Z

Podle	R
ministerstva	N
vnitra	N
Ames	N
nepøi¹el	V
s	R
èeskoslovenskými	A
polistopadovými	A
tajnými	A
slu¾bami	N
vùbec	D
do	R
styku	N
.	Z

Dny	N
americké	A
kultury	N
otevøe	V
etnologie	N

Slavnostním	A
zahájením	N
expozice	N
Kouzlo	N
døeva	N
dnes	D
v	R
libereckém	A
Severoèeském	A
muzeu	N
zaèínají	V
Dny	N
americké	A
kultury	N
.	Z

Zúèastní	V
se	P
ho	P
i	J
øeditel	N
Schenka	N
z	R
Muzea	N
umìní	N
Jihu	N
z	R
Mobile	N
v	R
Alabamì	N
,	Z
které	P
putovní	A
výstavu	N
pøipravilo	V
.	Z

Jedná	V
se	P
o	R
døevìné	A
nádoby	N
,	Z
figurky	N
,	Z
vázy	N
a	J
mísy	N
,	Z
pøi	R
jejich¾	P
tvorbì	N
se	P
nechali	V
ameriètí	A
tvùrci	N
inspirovat	V
hlavnì	D
tradièními	A
indiánskými	A
technikami	N
.	Z

Obdivuhodná	A
je	V
u¾	D
sama	P
struktura	N
døeva	N
.	Z

Umìlci	N
pracovali	V
s	R
ebenem	N
,	Z
sekvojí	N
a	J
jinými	A
tropickými	A
døevinami	N
,	Z
øekl	V
LN	N
øeditel	N
Severoèeského	A
muzea	N
v	R
Liberci	N
Alois	N
Èvanèara	N
.	Z

Evropa	N
nabízí	V
urèité	A
jistoty	N
,	Z
jejich	P
vìrohodnost	N
je	V
ale	J
malá	A

komentáøe	N

Evropa	N
nabízí	V
urèité	A
jistoty	N
,	Z
jejich	P
vìrohodnost	N
je	V
ale	J
malá	A

STOJÍME	V
NA	R
HISTORICKÉM	A
ROZHRANÍ	N

Pohled	N
na	R
výsledky	N
nedìlního	A
francouzského	A
referenda	N
nechtìnì	D
vyvolává	V
vzpomínky	N
na	R
léta	N
studené	A
války	N
.	Z

Stála	V
miliardy	N
dolarù	N
,	Z
nebyla	V
zalo¾ena	V
na	R
¾ádném	P
racionálním	A
základì	N
,	Z
ale	J
vze¹lo	V
z	R
ní	P
nìco	P
,	Z
co	P
dnes	D
postrádáme	V
.	Z

Sice	D
rozdìlená	A
,	Z
ale	J
klidná	A
Evropa	N
.	Z

Krach	N
komunistického	A
systému	N
,	Z
následný	A
demokratizaèní	A
proces	N
ve	R
východoevropských	A
zemích	N
i	J
slo¾itì	D
pokraèující	A
integrace	N
západní	A
èásti	N
kontinentu	N
nám	P
pøedstavují	V
Evropu	N
novou	A
.	Z

Pøepravci	N
nebezpeèných	A
látek	N
od	R
srpna	N
pod	R
zostøeným	A
dohledem	N

Praha	N
(	Z
mrk	N
)	Z
-	Z

Zvý¹it	V
bezpeènost	N
pøepravy	N
nebezpeèných	A
látek	N
je	V
cílem	N
provádìcí	A
vyhlá¹ky	N
ministerstva	N
dopravy	N
,	Z
která	P
nabyla	V
platnosti	N
1	C
.	Z
srpna	N
tohoto	P
roku	N
souèasnì	D
s	R
novým	A
zákonem	N
o	R
silnièní	A
pøepravì	N
.	Z

Jak	D
LN	N
informoval	V
Jaroslav	N
Opletal	N
ze	R
silnièního	A
odboru	N
ministerstva	N
dopravy	N
,	Z
touto	P
vyhlá¹kou	N
se	P
v	R
ÈR	N
zavádí	V
platnost	N
ustanovení	N
Evropské	A
dohody	N
o	R
mezinárodní	A
silnièní	A
pøepravì	N
nebezpeèných	A
vìcí	N
(	Z
ADR	N
)	Z
i	J
do	R
vnitrostátní	A
pøepravy	N
.	Z

ÈR	N
pøistoupila	V
k	R
této	P
dohodì	N
ji¾	D
v	R
roce	N
1987	C
,	Z
ov¹em	J
pouze	D
v	R
oblasti	N
pøepravy	N
mezinárodní	A
.	Z

Al¾ír¹tí	A
extremisté	N
vyhro¾ují	V
Maroku	N

Al¾ír	N
-	Z

Islám¹tí	A
fundamentalisté	N
z	R
Al¾írska	N
vèera	D
zveøejnili	V
výhrù¾ku	N
na	R
adresu	N
Maroka	N
,	Z
¾e	J
sáhnou	V
k	R
násilí	N
,	Z
budou	V
-	Z
li	T
Al¾íøané	N
v	R
Marockém	A
království	N
vystaveni	V
¹patnému	A
zacházení	N
.	Z

Výhrù¾ku	N
vydala	V
Islámská	A
fronta	N
spásy	N
(	Z
FIS	N
)	Z
,	Z
její¾	P
zákaz	N
po	R
volbách	N
v	R
roce	N
1992	C
vyvolal	V
v	R
Al¾írsku	N
katastrofální	A
vlnu	N
násilí	N
a	J
teroru	N
.	Z

Maroko	N
vèera	D
ponìkud	D
zmírnilo	V
svou	P
vízovou	A
politiku	N
vùèi	R
Al¾íøanùm	N
,	Z
kdy¾	J
v	R
nìkolika	C
marockých	A
mìstech	N
zaznìly	V
hrozby	N
pumových	A
atentátù	N
.	Z

Sud	N
piva	N
za	R
Everest	N

Teplice	N
nad	R
Metují	N
(	Z
tom	N
)	Z
-	Z

Hlavní	A
cenu	N
na	R
11	C
.	Z
roèníku	N
mezinárodního	A
Festivalu	N
horolezeckých	A
filmù	N
získal	V
podle	R
oèekávání	N
australský	A
snímek	N
Everest	N
-	Z
Od	R
moøe	N
na	R
vrchol	N
.	Z

Putování	N
horolezce	N
Tima	N
Mac	N
Cartneyho	N
od	R
moøské	A
hladiny	N
a¾	T
na	R
nejvy¹¹í	A
vrchol	N
svìta	N
zaujalo	V
jak	D
nápadem	N
,	Z
tak	D
filmovým	A
zpracováním	N
.	Z

Tento	P
snímek	N
získal	V
kromì	R
stylizované	A
keramické	A
jablonì	N
i	J
cenu	N
divákù	N
-	Z
sud	N
piva	N
.	Z

Vzhledem	R
ke	R
vzdálenosti	N
pátého	C
kontinentu	N
byla	V
po	R
slavnostním	A
vyhlá¹ení	N
tato	P
cena	N
zkonzumována	V
náv¹tìvníky	N
.	Z

Po	R
tøíleté	A
pauze	N
se	P
obnovená	A
akce	N
v	R
klínu	N
